Model,Dataset,Temperature,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd,EvalModel
Qwen3-0.6B,aime,0.5,0.2491636488172743,0.4806900872124566,0.1323384602864583,ReasonEval_34B
Qwen3-0.6B,aime,0.6,0.2399982028537326,0.4595893012152778,0.1466172960069444,ReasonEval_34B
Qwen3-0.6B,aime,0.7,0.2235408359103732,0.5073038736979166,0.1238110012478298,ReasonEval_34B
Qwen3-0.6B,aime,0.8,0.21696900261773,0.5017306857638889,0.1215662638346354,ReasonEval_34B
Qwen3-0.6B,aime,0.9,0.1947860717773437,0.4995673285590278,0.1208852979871961,ReasonEval_34B
Qwen3-0.6B,aime,1.0,0.1974412706163194,0.5155849880642361,0.1132425944010416,ReasonEval_34B
Qwen3-0.6B,aime,1.1,0.2048272026909722,0.5141140407986111,0.1180935329861111,ReasonEval_34B
Qwen3-0.6B,aime,1.2,0.185247082180447,0.4829698350694444,0.1137669881184895,ReasonEval_34B
Qwen3-0.6B,aime,1.3,0.1878060234917534,0.5188001844618055,0.1048265245225694,ReasonEval_34B
Qwen3-0.6B,aime,1.4,0.1736156463623047,0.5211941189236111,0.094244384765625,ReasonEval_34B
Qwen3-0.6B,aime,1.5,0.1671505398220486,0.5200127495659722,0.0925469292534722,ReasonEval_34B
Qwen3-4B,aime,0.1,0.5404873106214735,0.4741387261284722,0.127789306640625,ReasonEval_7B
Qwen3-4B,aime,0.2,0.5357446458604601,0.4874376085069444,0.1352345784505208,ReasonEval_7B
Qwen3-4B,aime,0.3,0.5475424660576714,0.4922295464409722,0.1408016628689236,ReasonEval_7B
Qwen3-4B,aime,0.4,0.596864382425944,0.4771660698784722,0.1258402506510416,ReasonEval_7B
Qwen3-4B,aime,0.5,0.5088341818915473,0.4779758029513888,0.1456658257378472,ReasonEval_7B
Qwen3-4B,aime,0.6,0.5243936750623915,0.496630859375,0.13870849609375,ReasonEval_7B
Qwen3-4B,aime,0.7,0.4906520843505859,0.4929443359375,0.1496639675564236,ReasonEval_7B
Qwen3-4B,aime,0.8,0.5209523730807835,0.4982245551215278,0.1590783013237847,ReasonEval_7B
Qwen3-4B,aime,0.9,0.5911906560262045,0.4727742513020833,0.1424750434027777,ReasonEval_7B
Qwen3-4B,aime,1.0,0.5578731960720487,0.492041015625,0.1574988471137152,ReasonEval_7B
Qwen3-4B,aime,1.1,0.547144169277615,0.4816243489583333,0.1527988009982639,ReasonEval_7B
Qwen3-4B,aime,1.2,0.5615517722235785,0.4955240885416667,0.1460042317708333,ReasonEval_7B
Qwen3-4B,aime,1.3,0.5611586464775933,0.4720309787326389,0.1515221489800347,ReasonEval_7B
Qwen3-4B,aime,1.4,0.5385573916965061,0.493327162000868,0.1522403293185764,ReasonEval_7B
Qwen3-4B,aime,1.5,0.5488438076443143,0.4928738064236111,0.1366024441189236,ReasonEval_7B
Qwen3-4B,aime,0.1,0.2625698513454861,0.5234836154513889,0.127789306640625,ReasonEval_34B
Qwen3-4B,aime,0.2,0.2553480360243055,0.5278211805555556,0.1352345784505208,ReasonEval_34B
Qwen3-4B,aime,0.3,0.2812550438774956,0.5217556423611112,0.1408016628689236,ReasonEval_34B
Qwen3-4B,aime,0.4,0.26680908203125,0.5325303819444445,0.1258402506510416,ReasonEval_34B
Qwen3-4B,aime,0.5,0.2564520941840277,0.5205240885416667,0.1456658257378472,ReasonEval_34B
Qwen3-4B,aime,0.6,0.2605941772460937,0.5244873046875,0.13870849609375,ReasonEval_34B
Qwen3-4B,aime,0.7,0.262703620062934,0.5343126085069444,0.1496639675564236,ReasonEval_34B
Qwen3-4B,aime,0.8,0.2478713989257812,0.5241102430555555,0.1590783013237847,ReasonEval_34B
Qwen3-4B,aime,0.9,0.2632989671495225,0.5118408203125,0.1424750434027777,ReasonEval_34B
Qwen3-4B,aime,1.0,0.2593844095865885,0.5240288628472223,0.1574988471137152,ReasonEval_34B
Qwen3-4B,aime,1.1,0.2474090576171875,0.5261583116319445,0.1527988009982639,ReasonEval_34B
Qwen3-4B,aime,1.2,0.2541536119249132,0.5296115451388889,0.1460042317708333,ReasonEval_34B
Qwen3-4B,aime,1.3,0.2469458685980902,0.5196994357638889,0.1515221489800347,ReasonEval_34B
Qwen3-4B,aime,1.4,0.2534588283962674,0.5033718532986111,0.1522403293185764,ReasonEval_34B
Qwen3-4B,aime,1.5,0.2504504733615451,0.5230170355902778,0.1366024441189236,ReasonEval_34B
Qwen3-8B,aime,0.1,0.6765356275770399,0.5209852430555556,0.1646725124782986,ReasonEval_7B
Qwen3-8B,aime,0.2,0.6550418006049262,0.5089436848958333,0.1782487657335069,ReasonEval_7B
Qwen3-8B,aime,0.3,0.6429285049438477,0.5155409071180556,0.18570556640625,ReasonEval_7B
Qwen3-8B,aime,0.4,0.6189171897040473,0.5213189019097222,0.2008199055989583,ReasonEval_7B
Qwen3-8B,aime,0.5,0.6017879062228733,0.5020426432291667,0.2025841606987847,ReasonEval_7B
Qwen3-8B,aime,0.6,0.6032328923543294,0.5249647352430555,0.195587158203125,ReasonEval_7B
Qwen3-8B,aime,0.7,0.6226692411634657,0.4999552408854166,0.1774823506673177,ReasonEval_7B
Qwen3-8B,aime,0.8,0.597444576687283,0.5064439561631945,0.2149746365017361,ReasonEval_7B
Qwen3-8B,aime,0.9,0.5756685150994195,0.5087090386284723,0.206620619032118,ReasonEval_7B
Qwen3-8B,aime,1.0,0.6029329299926758,0.5082180447048611,0.1746141221788194,ReasonEval_7B
Qwen3-8B,aime,1.1,0.5869225872887506,0.5070909288194444,0.1820926242404514,ReasonEval_7B
Qwen3-8B,aime,1.2,0.5763031853569879,0.4860787285698785,0.2033260769314236,ReasonEval_7B
Qwen3-8B,aime,1.3,0.5856630325317382,0.5232598198784723,0.1858023749457465,ReasonEval_7B
Qwen3-8B,aime,1.4,0.5468203438652887,0.5167019314236111,0.1776089138454861,ReasonEval_7B
Qwen3-8B,aime,1.5,0.5650962405734592,0.5158759223090278,0.1921729193793402,ReasonEval_7B
Qwen3-8B,aime,0.1,0.2688807169596354,0.5246039496527778,0.1646725124782986,ReasonEval_34B
Qwen3-8B,aime,0.2,0.254569329155816,0.5100762261284723,0.1782487657335069,ReasonEval_34B
Qwen3-8B,aime,0.3,0.2663045671251085,0.5197943793402777,0.18570556640625,ReasonEval_34B
Qwen3-8B,aime,0.4,0.2421613057454427,0.5059407552083334,0.2008199055989583,ReasonEval_34B
Qwen3-8B,aime,0.5,0.262730238172743,0.5057454427083333,0.2025841606987847,ReasonEval_34B
Qwen3-8B,aime,0.6,0.2512395222981771,0.5043706258138021,0.195587158203125,ReasonEval_34B
Qwen3-8B,aime,0.7,0.2466584099663628,0.5206882052951389,0.1774823506673177,ReasonEval_34B
Qwen3-8B,aime,0.8,0.2506441752115885,0.5029378255208333,0.2149746365017361,ReasonEval_34B
Qwen3-8B,aime,0.9,0.2438913981119791,0.5176106770833333,0.206620619032118,ReasonEval_34B
Qwen3-8B,aime,1.0,0.23800048828125,0.5243055555555556,0.1746141221788194,ReasonEval_34B
Qwen3-8B,aime,1.1,0.2528064303927951,0.4991468641493055,0.1820926242404514,ReasonEval_34B
Qwen3-8B,aime,1.2,0.2518943786621094,0.50361328125,0.2033260769314236,ReasonEval_34B
Qwen3-8B,aime,1.3,0.2328425089518229,0.5255913628472222,0.1858023749457465,ReasonEval_34B
Qwen3-8B,aime,1.4,0.2453868442111545,0.5041775173611112,0.1776089138454861,ReasonEval_34B
Qwen3-8B,aime,1.5,0.2250099182128906,0.5238633897569445,0.1921729193793402,ReasonEval_34B
